39, State-gov,13, Adm-clerical,2174,0,40, <=50K
27, Private,2, Other-service,0,0,35, <=50K
48, Private,9, Machine-op-inspct,0,0,16, <=50K
20, Private,10, Sales,0,0,25, <=50K
55, Private,9, Sales,0,0,40, <=50K
33, Local-gov,13, Prof-specialty,0,0,50, >50K
21, State-gov,10, Adm-clerical,0,0,12, <=50K
43, Self-emp-not-inc,9, Craft-repair,0,0,30, <=50K
35, Private,10, Machine-op-inspct,0,0,40, <=50K
39, Local-gov,13, Prof-specialty,0,0,35, >50K
19, Private,9, Sales,0,0,40, <=50K
25, Private,9, Other-service,0,0,40, <=50K
44, Private,10, Transport-moving,0,0,72, >50K
27, Private,12, Craft-repair,0,0,40, <=50K
39, Private,9, Adm-clerical,0,0,40, >50K
69, Private,6, Craft-repair,0,0,40, <=50K
34, Private,13, Exec-managerial,0,0,40, <=50K
20, ?,10, ?,0,0,35, <=50K
37, Private,3, Other-service,0,0,40, <=50K
43, Local-gov,13, Prof-specialty,0,0,39, <=50K
62, ?,9, ?,0,0,48, <=50K
34, State-gov,14, Prof-specialty,0,0,40, >50K
31, Self-emp-not-inc,10, Machine-op-inspct,0,0,48, <=50K
42, State-gov,16, Prof-specialty,8614,0,60, >50K
26, Private,9, Sales,0,0,30, <=50K
39, Private,10, Other-service,0,0,75, <=50K
25, Private,13, Other-service,0,0,40, <=50K
54, Local-gov,10, Transport-moving,0,0,30, <=50K
44, State-gov,14, Prof-specialty,0,0,60, >50K
34, State-gov,14, Prof-specialty,7688,0,38, >50K
21, Self-emp-inc,10, Exec-managerial,0,0,40, <=50K
50, Private,3, Handlers-cleaners,0,0,55, <=50K
33, Private,9, Machine-op-inspct,0,0,40, <=50K
40, Self-emp-inc,12, Exec-managerial,0,0,40, >50K
44, Private,14, Exec-managerial,0,0,40, >50K
33, Local-gov,12, Protective-serv,0,0,56, <=50K
21, Local-gov,10, Adm-clerical,0,0,40, <=50K
35, Self-emp-not-inc,13, Other-service,0,0,60, <=50K
43, Private,10, Sales,7298,0,40, >50K
57, ?,6, ?,0,0,30, <=50K
51, Local-gov,14, Prof-specialty,0,0,45, <=50K
29, Private,9, Craft-repair,0,0,40, <=50K
51, Local-gov,9, Protective-serv,0,0,40, <=50K
35, Private,9, Sales,0,0,40, <=50K
18, Private,7, Sales,0,0,20, <=50K
58, Private,6, Craft-repair,0,0,50, <=50K
57, Self-emp-inc,10, Exec-managerial,0,0,40, >50K
19, Private,9, Sales,0,0,20, <=50K
37, Private,10, Other-service,0,0,40, <=50K
38, Private,9, Sales,0,0,44, <=50K
45, Private,10, Adm-clerical,0,0,40, <=50K
27, Private,10, Prof-specialty,0,0,40, >50K
64, ?,4, ?,0,0,40, <=50K
38, Local-gov,10, Protective-serv,0,0,72, <=50K
30, Private,9, Craft-repair,0,0,30, <=50K
46, Private,13, Tech-support,0,0,40, <=50K
18, ?,6, ?,0,0,30, <=50K
60, Private,9, Sales,0,0,40, >50K
30, Private,9, Transport-moving,0,0,44, <=50K
47, Private,10, Craft-repair,7688,0,40, >50K
39, Private,13, Exec-managerial,0,0,40, <=50K
42, Private,10, Craft-repair,7298,0,45, >50K
27, Private,10, Adm-clerical,0,0,40, <=50K
44, Private,10, Sales,0,0,40, <=50K
33, Private,13, Transport-moving,0,0,40, <=50K
54, Private,13, Exec-managerial,0,0,50, >50K
58, Self-emp-not-inc,10, Farming-fishing,0,0,35, <=50K
45, Private,13, Transport-moving,0,0,30, <=50K
59, Private,10, Machine-op-inspct,0,0,50, <=50K
29, Private,12, Priv-house-serv,0,0,50, <=50K
27, Private,9, Machine-op-inspct,0,0,40, <=50K
44, Private,14, Tech-support,0,0,20, >50K
44, Private,9, Craft-repair,0,0,40, >50K
33, Private,10, Exec-managerial,0,0,70, >50K
27, Private,9, Craft-repair,0,0,40, <=50K
33, Private,13, Exec-managerial,0,0,55, >50K
55, Private,11, Adm-clerical,0,0,40, <=50K
32, Self-emp-not-inc,11, Prof-specialty,0,0,60, <=50K
31, Private,11, Handlers-cleaners,0,0,45, <=50K
57, Self-emp-inc,15, Prof-specialty,99999,0,60, >50K
30, Private,13, Exec-managerial,0,0,45, >50K
78, ?,9, ?,0,0,1, <=50K
28, Private,13, Sales,0,0,48, <=50K
30, Self-emp-not-inc,10, Sales,0,2258,40, <=50K
29, Private,14, Prof-specialty,0,0,40, >50K
66, Private,9, Other-service,0,0,3, <=50K
60, Private,9, Craft-repair,0,0,45, >50K
31, Private,13, Prof-specialty,0,0,40, <=50K
26, Private,9, Craft-repair,2597,0,40, <=50K
24, Private,9, Handlers-cleaners,0,0,45, <=50K
29, Private,13, Sales,0,0,50, >50K
44, Private,9, Tech-support,0,0,45, >50K
34, Local-gov,13, Exec-managerial,0,0,55, >50K
59, Private,13, Prof-specialty,0,1902,43, >50K
23, Private,13, Exec-managerial,0,0,24, <=50K
23, Private,7, Other-service,0,0,40, <=50K
55, Local-gov,11, Prof-specialty,0,0,35, <=50K
39, Self-emp-inc,9, Exec-managerial,0,0,40, >50K
39, Private,7, Craft-repair,0,0,40, <=50K
57, Private,4, Transport-moving,0,0,75, <=50K
35, Private,9, Sales,0,0,40, <=50K
39, Local-gov,11, Protective-serv,0,0,48, >50K
47, Private,9, Sales,0,0,38, >50K
53, State-gov,16, Adm-clerical,0,0,50, >50K
23, Private,10, Sales,0,0,25, <=50K
35, Private,14, Craft-repair,0,0,50, >50K
44, Private,10, Farming-fishing,0,0,40, <=50K
28, Private,9, Other-service,0,0,25, <=50K
26, Private,13, Exec-managerial,0,0,40, <=50K
23, Private,9, Exec-managerial,0,0,45, <=50K
32, Private,9, Other-service,0,0,25, <=50K
49, Self-emp-inc,10, Transport-moving,0,0,50, >50K
36, Private,10, Craft-repair,2174,0,60, <=50K
36, Private,9, Other-service,0,0,36, <=50K
41, ?,3, ?,0,0,40, <=50K
21, Private,12, Adm-clerical,0,0,46, >50K
54, Self-emp-not-inc,13, Exec-managerial,0,0,40, >50K
43, Private,10, Other-service,0,0,40, <=50K
35, Local-gov,10, Adm-clerical,0,0,40, <=50K
31, Private,10, Farming-fishing,0,0,50, >50K
46, Private,10, Craft-repair,0,0,40, <=50K
46, Private,9, Sales,0,0,40, <=50K
56, Private,9, Other-service,0,0,40, <=50K
45, ?,14, ?,0,0,1, <=50K
21, Private,9, Adm-clerical,0,0,40, <=50K
51, Private,14, Exec-managerial,0,0,50, >50K
47, State-gov,10, Prof-specialty,0,0,20, <=50K
42, Private,3, Craft-repair,0,0,40, <=50K
19, Private,10, Sales,0,0,30, <=50K
25, Private,13, Craft-repair,0,0,40, <=50K
37, Private,14, Tech-support,0,0,60, >50K
35, Private,8, Other-service,0,0,40, <=50K
40, Private,9, Transport-moving,0,0,30, <=50K
57, Self-emp-not-inc,7, Sales,0,0,15, <=50K
38, Private,9, Tech-support,0,0,50, >50K
48, Private,6, Sales,0,0,38, <=50K
34, Private,10, Other-service,0,0,34, <=50K
46, Federal-gov,10, Transport-moving,0,0,40, <=50K
30, Private,9, Adm-clerical,0,0,38, <=50K
45, State-gov,14, Protective-serv,0,0,50, <=50K
32, Self-emp-not-inc,13, Prof-specialty,0,0,50, >50K
35, Private,9, Machine-op-inspct,0,0,48, <=50K
62, Private,10, Craft-repair,8614,0,39, >50K
56, ?,9, ?,0,0,40, <=50K
50, Private,11, Other-service,0,0,40, <=50K
25, Private,13, Tech-support,0,0,40, <=50K
41, Private,10, Sales,0,0,33, <=50K
35, Private,9, Other-service,0,0,27, <=50K
33, Private,10, Craft-repair,0,0,41, >50K
38, Private,12, Exec-managerial,0,1902,40, >50K
37, State-gov,13, Prof-specialty,0,0,40, <=50K
56, Private,9, Machine-op-inspct,0,0,40, >50K
19, Private,4, Craft-repair,0,1602,32, <=50K
31, Private,5, Exec-managerial,0,0,40, <=50K
53, Local-gov,9, Craft-repair,0,0,40, >50K
33, Private,9, Handlers-cleaners,0,0,35, <=50K
72, Private,2, Other-service,0,0,40, <=50K
54, Private,9, Transport-moving,0,0,50, >50K
30, Private,13, Machine-op-inspct,0,0,40, <=50K
51, Private,16, Prof-specialty,0,0,40, >50K
30, Private,9, Craft-repair,0,1848,50, >50K
30, Private,13, Prof-specialty,0,0,50, <=50K
32, Private,10, Protective-serv,0,0,16, <=50K
30, Private,10, Sales,0,0,50, >50K
35, Private,14, Adm-clerical,0,0,40, <=50K
40, Private,10, Adm-clerical,0,0,44, >50K
38, State-gov,13, Prof-specialty,0,0,40, <=50K
19, Private,6, Other-service,0,0,30, <=50K
32, Private,10, Prof-specialty,0,0,44, <=50K
49, Private,14, Adm-clerical,0,0,40, <=50K
76, ?,13, ?,0,0,10, <=50K
60, Private,13, Prof-specialty,0,0,35, <=50K
60, Private,5, Sales,0,0,40, <=50K
55, Private,16, Exec-managerial,0,0,80, >50K
41, Private,13, Tech-support,0,0,30, <=50K
24, Private,9, Craft-repair,0,0,40, <=50K
53, Private,14, Sales,7298,0,60, >50K
69, State-gov,10, Adm-clerical,0,810,38, <=50K
71, ?,10, ?,3432,0,30, <=50K
41, Private,9, Adm-clerical,0,0,40, >50K
32, Private,9, Other-service,0,0,40, <=50K
45, Private,7, Craft-repair,0,0,40, <=50K
59, Private,13, Exec-managerial,0,0,40, <=50K
31, Private,9, Other-service,0,0,35, <=50K
40, Private,9, Adm-clerical,0,0,37, <=50K
44, Private,11, Tech-support,0,0,40, >50K
63, Private,10, Sales,0,0,60, <=50K
31, Local-gov,10, Protective-serv,15024,0,56, >50K
51, Private,13, Adm-clerical,0,0,20, <=50K
51, Private,7, Machine-op-inspct,0,0,40, <=50K
23, Private,9, Sales,0,0,40, <=50K
49, Private,4, Machine-op-inspct,0,0,48, <=50K
56, Private,9, Craft-repair,2885,0,45, <=50K
39, Private,9, Craft-repair,0,0,40, >50K
39, Self-emp-not-inc,15, Prof-specialty,15024,0,50, >50K
30, Self-emp-not-inc,9, Other-service,0,0,40, <=50K
43, Self-emp-not-inc,13, Exec-managerial,0,0,50, <=50K
31, Private,10, Craft-repair,0,0,50, <=50K
44, Local-gov,14, Prof-specialty,0,0,35, <=50K
43, Self-emp-not-inc,15, Prof-specialty,0,0,30, >50K
37, Federal-gov,16, Prof-specialty,0,0,72, >50K
41, Private,10, Adm-clerical,0,0,46, >50K
43, Private,9, Adm-clerical,0,0,40, >50K
47, State-gov,10, Craft-repair,0,0,40, >50K
38, Self-emp-not-inc,15, Prof-specialty,0,2824,45, >50K
46, Private,11, Machine-op-inspct,0,0,40, <=50K
19, State-gov,10, Other-service,0,0,40, <=50K
19, Private,3, Other-service,0,0,50, <=50K
24, Private,13, Sales,0,0,45, >50K
39, Self-emp-inc,10, Farming-fishing,0,0,65, <=50K
37, Private,11, Machine-op-inspct,0,0,30, <=50K
28, ?,13, ?,0,0,40, <=50K
40, Private,9, Craft-repair,0,0,40, <=50K
27, Private,12, Sales,0,0,40, <=50K
22, Private,9, Adm-clerical,0,0,40, <=50K
21, Private,10, Handlers-cleaners,0,0,12, <=50K
32, Private,9, Exec-managerial,0,0,40, <=50K
20, Private,9, Machine-op-inspct,0,0,40, <=50K
45, Private,14, Transport-moving,14344,0,48, >50K
46, Local-gov,15, Protective-serv,0,0,40, >50K
46, Private,11, Exec-managerial,0,0,45, <=50K
26, Private,10, Protective-serv,0,0,44, <=50K
47, Self-emp-not-inc,13, Exec-managerial,0,0,60, <=50K
22, Private,10, Prof-specialty,0,0,10, <=50K
34, Self-emp-not-inc,9, Exec-managerial,0,0,60, <=50K
49, Private,2, Craft-repair,0,0,40, <=50K
20, Private,10, Handlers-cleaners,0,0,25, <=50K
28, Private,9, Machine-op-inspct,0,0,45, <=50K
30, Private,7, Machine-op-inspct,0,0,40, <=50K
23, Private,9, Craft-repair,0,0,40, <=50K
20, Private,5, Priv-house-serv,0,0,40, <=50K
31, Private,10, Other-service,0,0,55, <=50K
46, Private,2, Machine-op-inspct,0,0,40, <=50K
42, Private,9, Adm-clerical,0,0,40, <=50K
60, Self-emp-not-inc,4, Craft-repair,0,0,40, <=50K
30, Private,13, Prof-specialty,0,0,50, <=50K
27, Private,10, Transport-moving,0,0,48, <=50K
20, Private,5, Sales,0,0,32, <=50K
56, Self-emp-not-inc,13, Prof-specialty,7688,0,40, >50K
41, Private,10, Exec-managerial,0,0,60, >50K
61, Private,9, Machine-op-inspct,0,0,40, <=50K
47, Private,9, Exec-managerial,0,0,40, >50K
60, Private,5, Machine-op-inspct,2228,0,37, <=50K
33, Private,5, Machine-op-inspct,0,0,50, <=50K
40, ?,10, ?,0,0,25, <=50K
48, Private,13, Prof-specialty,0,0,45, >50K
56, Private,9, Handlers-cleaners,0,0,40, >50K
50, Private,11, Transport-moving,3103,0,55, >50K
57, Self-emp-not-inc,14, Prof-specialty,0,0,40, >50K
20, Private,10, Adm-clerical,0,0,40, <=50K
46, Private,11, Tech-support,0,0,36, <=50K
21, Private,10, Prof-specialty,0,0,40, <=50K
37, Private,9, Exec-managerial,0,0,40, <=50K
42, Private,10, Tech-support,0,0,40, <=50K
20, Private,9, Other-service,0,0,30, <=50K
54, Private,16, Prof-specialty,0,1977,50, >50K
32, Local-gov,9, Transport-moving,4064,0,22, <=50K
62, ?,10, ?,0,0,1, <=50K
50, Private,10, Craft-repair,0,0,40, >50K
49, Federal-gov,10, Adm-clerical,0,0,40, <=50K
48, Private,12, Transport-moving,0,0,50, <=50K
24, Private,10, Sales,0,0,40, <=50K
46, Private,14, Tech-support,0,0,40, >50K
42, Private,9, Other-service,0,0,40, <=50K
52, Self-emp-inc,10, Craft-repair,0,0,40, <=50K
58, Local-gov,12, Adm-clerical,0,0,40, <=50K
37, Private,10, Tech-support,0,0,40, <=50K
34, Private,9, Craft-repair,0,0,40, <=50K
26, Private,10, Adm-clerical,0,2051,40, <=50K
18, Private,10, Adm-clerical,0,0,20, <=50K
33, Private,10, Prof-specialty,0,0,40, <=50K
41, Private,10, Sales,0,0,15, <=50K
21, Private,12, Adm-clerical,0,0,20, <=50K
23, Private,11, Tech-support,0,0,40, <=50K
26, Federal-gov,10, Tech-support,0,0,40, <=50K
33, Private,13, Other-service,0,0,40, <=50K
24, Private,10, Exec-managerial,0,0,45, <=50K
43, Private,6, Craft-repair,0,0,42, <=50K
52, State-gov,9, Adm-clerical,0,0,40, <=50K
27, ?,10, ?,0,0,40, <=50K
61, Private,4, Other-service,0,0,40, <=50K
35, Private,9, Machine-op-inspct,0,0,40, <=50K
35, Private,9, Craft-repair,0,0,40, >50K
45, Self-emp-inc,9, Exec-managerial,15024,0,55, >50K
43, Local-gov,9, Exec-managerial,0,0,40, >50K
51, Private,9, Protective-serv,0,0,40, >50K
35, Private,13, Transport-moving,0,0,40, <=50K
47, Federal-gov,13, Adm-clerical,0,0,45, >50K
22, Private,10, Adm-clerical,0,0,40, <=50K
49, Self-emp-inc,11, Exec-managerial,0,0,60, >50K
20, Private,9, Craft-repair,0,0,20, <=50K
19, Private,6, Other-service,0,0,40, <=50K
27, Private,9, Craft-repair,0,0,40, <=50K
42, Private,12, Prof-specialty,0,0,45, <=50K
27, ?,10, ?,0,0,40, <=50K
23, Self-emp-not-inc,10, Farming-fishing,0,0,35, <=50K
20, Private,10, Tech-support,0,0,10, <=50K
47, Private,9, Transport-moving,0,0,50, <=50K
17, Private,8, Other-service,0,0,18, <=50K
76, ?,6, ?,0,0,1, <=50K
39, Private,10, Sales,0,0,40, <=50K
25, Private,5, Machine-op-inspct,0,0,40, <=50K
31, Private,11, Exec-managerial,0,0,43, <=50K
44, Private,9, Transport-moving,0,0,20, <=50K
53, Private,11, Exec-managerial,0,0,40, >50K
34, Private,10, Craft-repair,0,0,45, <=50K
45, Self-emp-not-inc,10, Exec-managerial,0,0,60, <=50K
34, Private,9, Sales,0,0,45, <=50K
35, Private,14, Sales,0,0,40, >50K
36, Private,10, Other-service,0,0,48, <=50K
45, Private,10, Other-service,0,0,45, <=50K
37, Self-emp-not-inc,10, Exec-managerial,0,0,60, <=50K
53, Private,12, Machine-op-inspct,0,0,40, >50K
35, Private,14, Prof-specialty,15024,0,50, >50K
38, Self-emp-not-inc,9, Machine-op-inspct,0,0,70, <=50K
65, Self-emp-inc,10, Sales,0,0,40, <=50K
49, Self-emp-not-inc,6, Farming-fishing,0,0,70, <=50K
24, Private,9, Handlers-cleaners,0,0,40, <=50K
54, Private,10, Craft-repair,0,0,40, <=50K
17, Private,6, Sales,0,0,12, <=50K
19, Private,8, Other-service,0,0,16, <=50K
60, Private,9, Machine-op-inspct,0,0,40, <=50K
46, Private,13, Exec-managerial,0,0,35, >50K
78, ?,14, ?,0,0,15, <=50K
26, Private,10, Exec-managerial,0,0,40, <=50K
58, Private,2, Other-service,0,0,38, <=50K
37, Self-emp-not-inc,9, Exec-managerial,0,0,55, <=50K
41, Private,14, Prof-specialty,0,0,38, >50K
30, Private,13, Exec-managerial,0,0,40, <=50K
19, Private,10, Adm-clerical,0,0,30, <=50K
48, Private,13, Exec-managerial,0,0,60, >50K
22, Private,10, Transport-moving,0,0,24, <=50K
50, Private,14, Prof-specialty,0,0,60, <=50K
25, Private,2, Priv-house-serv,0,0,40, <=50K
18, Private,6, Other-service,0,0,6, <=50K
21, Private,9, Handlers-cleaners,0,0,40, <=50K
47, Private,10, Transport-moving,0,0,50, <=50K
33, Private,9, Other-service,0,0,36, <=50K
39, Private,9, Craft-repair,2174,0,40, <=50K
67, Self-emp-not-inc,13, Exec-managerial,0,0,8, >50K
19, Private,10, Other-service,0,1602,24, <=50K
18, Private,6, Other-service,0,0,11, <=50K
36, Private,9, Adm-clerical,0,0,40, <=50K
23, Private,10, Machine-op-inspct,0,0,25, <=50K
25, ?,10, ?,0,0,20, <=50K
40, Private,10, Craft-repair,0,0,40, <=50K
73, Self-emp-not-inc,9, Farming-fishing,0,0,40, <=50K
35, Private,10, Craft-repair,5013,0,40, <=50K
31, Private,12, Craft-repair,0,0,40, >50K
20, Private,6, Machine-op-inspct,0,0,40, <=50K
20, Private,9, Adm-clerical,0,0,40, <=50K
27, Private,9, Handlers-cleaners,0,0,40, <=50K
66, Self-emp-inc,6, Sales,0,0,30, <=50K
66, Private,14, Sales,0,0,50, <=50K
64, Private,14, Prof-specialty,0,0,35, <=50K
48, Private,10, Transport-moving,3325,0,53, <=50K
24, Private,13, Prof-specialty,0,0,40, <=50K
51, Self-emp-not-inc,9, Farming-fishing,0,0,60, <=50K
25, Private,13, Craft-repair,0,0,60, >50K
33, Private,7, Sales,0,0,20, <=50K
50, Private,9, Machine-op-inspct,0,0,50, <=50K
51, Private,4, Craft-repair,0,0,50, <=50K
34, State-gov,13, Prof-specialty,0,0,38, >50K
41, Local-gov,4, Other-service,0,0,40, <=50K
30, Self-emp-not-inc,10, Machine-op-inspct,0,0,40, <=50K
59, Private,10, Craft-repair,2907,0,40, <=50K
41, Self-emp-not-inc,10, Machine-op-inspct,3103,0,40, >50K
36, Self-emp-not-inc,14, Sales,10520,0,45, >50K
37, Private,2, Farming-fishing,0,0,85, <=50K
28, Private,9, Other-service,0,0,30, <=50K
19, Private,9, Craft-repair,0,0,40, <=50K
28, Private,10, Transport-moving,0,0,45, <=50K
62, Private,6, Machine-op-inspct,0,0,40, <=50K
36, Private,14, Sales,15024,0,45, >50K
58, Self-emp-not-inc,6, Craft-repair,0,0,40, <=50K
42, Self-emp-inc,9, Sales,1151,0,50, <=50K
43, Self-emp-inc,9, Craft-repair,0,0,40, <=50K
29, Private,9, Craft-repair,0,0,40, <=50K
32, State-gov,9, Exec-managerial,0,0,50, <=50K
64, Local-gov,5, Adm-clerical,0,0,40, <=50K
39, Private,13, Prof-specialty,0,0,20, >50K
26, Private,13, Sales,0,0,20, <=50K
19, Private,9, Other-service,0,0,30, <=50K
21, Private,9, Adm-clerical,0,0,45, <=50K
32, Private,10, Adm-clerical,0,0,40, <=50K
30, Local-gov,12, Protective-serv,5013,0,45, <=50K
26, Private,13, Adm-clerical,0,0,50, <=50K
20, Private,10, Adm-clerical,0,0,15, <=50K
19, Private,10, Transport-moving,0,0,30, <=50K
33, Federal-gov,13, Adm-clerical,0,0,42, >50K
23, Private,10, Craft-repair,0,0,40, <=50K
29, Private,9, Craft-repair,0,0,45, <=50K
42, Private,9, Exec-managerial,0,0,40, <=50K
30, Self-emp-not-inc,9, Sales,0,0,50, <=50K
63, Private,9, Transport-moving,0,0,20, <=50K
34, Private,9, Handlers-cleaners,0,0,40, <=50K
60, Self-emp-not-inc,10, Craft-repair,0,0,24, <=50K
48, Private,9, Other-service,0,0,50, <=50K
25, Private,13, Exec-managerial,0,0,50, <=50K
27, Private,11, Adm-clerical,0,0,40, <=50K
55, Self-emp-not-inc,9, Craft-repair,27828,0,55, >50K
32, Private,10, Machine-op-inspct,0,0,40, <=50K
22, Private,10, Adm-clerical,0,0,25, <=50K
25, Private,9, Exec-managerial,0,0,50, <=50K
18, Private,7, Other-service,0,0,16, <=50K
24, Local-gov,10, Adm-clerical,0,0,44, <=50K
29, Private,13, Exec-managerial,0,0,40, <=50K
73, ?,7, ?,0,0,3, <=50K
39, Private,9, Craft-repair,0,0,40, >50K
33, Self-emp-inc,14, Craft-repair,0,0,40, <=50K
57, Private,9, Machine-op-inspct,0,0,40, >50K
22, Private,6, Other-service,0,0,40, <=50K
33, ?,9, ?,0,0,20, <=50K
33, Private,9, Transport-moving,0,0,60, <=50K
42, Private,9, Craft-repair,0,0,40, <=50K
43, Private,13, Prof-specialty,0,0,45, <=50K
57, Self-emp-not-inc,10, Tech-support,0,0,38, >50K
42, Private,14, Prof-specialty,4650,0,40, <=50K
22, Private,10, Transport-moving,0,1719,30, <=50K
21, ?,10, ?,0,0,35, <=50K
42, Self-emp-not-inc,13, Sales,0,0,50, >50K
39, Private,10, Sales,0,0,55, <=50K
41, Private,10, Prof-specialty,0,0,32, >50K
20, Local-gov,9, Handlers-cleaners,0,0,40, <=50K
47, Private,10, Craft-repair,0,0,40, <=50K
44, Private,10, Adm-clerical,0,0,40, <=50K
29, Private,13, Adm-clerical,0,0,40, <=50K
52, Private,10, Adm-clerical,14084,0,16, >50K
71, Private,10, Sales,0,0,35, >50K
52, Private,9, Craft-repair,0,0,55, <=50K
36, Private,9, Sales,0,0,40, <=50K
53, Private,10, Craft-repair,0,0,48, >50K
37, Private,9, Other-service,0,0,30, >50K
26, Private,6, Handlers-cleaners,0,0,40, <=50K
34, Private,13, Prof-specialty,0,0,55, >50K
35, Private,13, Prof-specialty,0,0,50, >50K
20, Private,5, Sales,0,0,40, <=50K
34, Local-gov,10, Craft-repair,0,1740,40, <=50K
56, Self-emp-not-inc,13, Exec-managerial,0,0,60, <=50K
39, Private,13, Prof-specialty,0,0,36, >50K
24, Private,10, Tech-support,0,0,20, <=50K
24, Private,7, Sales,0,0,35, <=50K
23, Private,13, Prof-specialty,0,0,50, <=50K
27, Private,13, Prof-specialty,0,0,45, <=50K
25, Private,9, Adm-clerical,0,0,40, <=50K
29, Private,10, Adm-clerical,0,0,40, <=50K
42, Private,10, Machine-op-inspct,0,0,37, >50K
51, Private,9, Craft-repair,0,0,40, <=50K
31, Private,11, Craft-repair,0,1740,40, <=50K
59, Private,2, Machine-op-inspct,0,0,40, <=50K
29, Private,9, Other-service,0,0,40, <=50K
18, Private,9, Adm-clerical,0,0,20, <=50K
24, Private,9, Craft-repair,0,0,36, <=50K
38, State-gov,10, Exec-managerial,0,0,40, <=50K
36, Private,9, Priv-house-serv,0,0,28, <=50K
34, Self-emp-not-inc,9, Exec-managerial,0,0,50, <=50K
42, Self-emp-not-inc,13, Exec-managerial,0,1977,70, >50K
45, Self-emp-not-inc,8, Craft-repair,0,0,35, <=50K
21, Private,11, Transport-moving,0,0,40, <=50K
64, Self-emp-inc,16, Prof-specialty,7688,0,60, >50K
32, Private,9, Machine-op-inspct,0,0,40, <=50K
45, Private,13, Prof-specialty,0,0,40, >50K
53, Private,3, Machine-op-inspct,0,0,40, <=50K
42, Private,9, Craft-repair,0,0,16, <=50K
32, Private,9, Other-service,0,0,40, <=50K
49, Private,9, Machine-op-inspct,0,0,40, <=50K
62, Private,3, Farming-fishing,0,0,24, <=50K
28, Private,13, Exec-managerial,0,0,45, <=50K
29, ?,16, ?,0,0,50, >50K
32, Private,9, Farming-fishing,0,0,35, <=50K
37, Self-emp-inc,6, Transport-moving,0,2559,50, >50K
38, Private,13, Exec-managerial,0,0,50, >50K
44, Local-gov,9, Transport-moving,0,0,25, <=50K
19, Private,9, Transport-moving,0,0,40, <=50K
22, ?,10, ?,0,0,40, <=50K
24, Private,13, Prof-specialty,0,0,40, <=50K
58, Private,9, Exec-managerial,0,0,50, >50K
56, Private,13, Other-service,0,0,40, <=50K
37, Private,6, Craft-repair,0,0,40, <=50K
43, Private,10, Machine-op-inspct,0,0,40, <=50K
32, Private,9, Craft-repair,0,0,40, <=50K
34, Private,13, Sales,0,0,40, <=50K
44, Private,5, Other-service,0,0,50, <=50K
28, Private,9, Handlers-cleaners,0,0,40, <=50K
35, Private,9, Other-service,0,0,35, <=50K
38, Private,9, Machine-op-inspct,0,0,40, <=50K
26, Private,10, Tech-support,0,0,40, <=50K
20, Private,7, Transport-moving,0,0,60, <=50K
24, Private,9, Craft-repair,0,0,60, >50K
40, Private,9, Craft-repair,0,0,45, <=50K
23, Private,9, Craft-repair,0,0,40, <=50K
79, Local-gov,7, Exec-managerial,0,0,7, <=50K
44, Private,6, Adm-clerical,0,0,42, <=50K
51, Private,14, Prof-specialty,99999,0,50, >50K
30, Private,9, Machine-op-inspct,0,0,40, <=50K
52, Private,12, Sales,3103,0,48, >50K
41, Private,13, Exec-managerial,0,0,40, >50K
33, Private,3, Farming-fishing,0,0,40, <=50K
50, Private,13, Exec-managerial,0,0,45, >50K
51, Private,11, Tech-support,7298,0,40, >50K
41, Private,9, Machine-op-inspct,0,0,40, <=50K
35, Private,13, Sales,0,0,30, >50K
34, Private,10, Exec-managerial,7298,0,40, >50K
28, Private,13, Prof-specialty,0,0,45, <=50K
31, Self-emp-inc,11, Sales,0,0,40, <=50K
22, Private,9, Handlers-cleaners,0,0,40, <=50K
67, ?,9, ?,2329,0,15, <=50K
65, Private,9, Sales,9386,0,40, >50K
39, Self-emp-not-inc,9, Sales,0,0,50, >50K
23, Private,10, Tech-support,0,0,40, <=50K
29, Self-emp-not-inc,12, Sales,0,0,50, <=50K
57, Self-emp-not-inc,6, Exec-managerial,0,0,60, >50K
47, Private,10, Other-service,0,0,35, <=50K
51, Local-gov,9, Transport-moving,0,0,60, <=50K
34, Private,9, Handlers-cleaners,0,0,40, <=50K
52, Private,9, Exec-managerial,0,0,60, >50K
29, Private,9, Prof-specialty,0,0,40, >50K
29, Private,9, Craft-repair,0,0,40, <=50K
25, Local-gov,10, Farming-fishing,0,0,40, <=50K
21, Private,10, Other-service,0,0,40, <=50K
38, Private,13, Prof-specialty,0,0,40, <=50K
55, Self-emp-not-inc,9, Sales,0,0,50, >50K
61, Self-emp-inc,13, Sales,0,0,30, <=50K
34, Private,12, Adm-clerical,8614,0,60, >50K
41, Private,13, Adm-clerical,0,0,40, <=50K
27, Local-gov,11, Adm-clerical,0,0,43, <=50K
78, Self-emp-not-inc,13, Exec-managerial,99999,0,20, >50K
40, Private,9, Transport-moving,0,0,40, >50K
26, Self-emp-not-inc,4, Transport-moving,0,0,75, <=50K
43, Private,9, Other-service,0,0,60, <=50K
55, ?,9, ?,0,0,20, <=50K
25, Private,11, Tech-support,0,0,40, <=50K
26, Self-emp-not-inc,10, Other-service,0,0,48, <=50K
43, Self-emp-inc,9, Sales,0,0,68, >50K
25, Private,10, Other-service,0,0,40, <=50K
22, Private,10, Adm-clerical,0,0,30, <=50K
52, Self-emp-not-inc,9, Craft-repair,0,0,55, >50K
61, Private,9, Adm-clerical,2414,0,5, <=50K
