Temperature_c,Humidity,Wind_Speed_kmh,Wind_Bearing_degrees,Visibility_km,Pressure_millibars,Rain,Description
9.044444444,0.85,3.3649,1,15.8263,1024.29,1,Normal
14.79444444,0.89,8.1627,30,8.1466,1012.83,1,Normal
17.21111111,0.64,19.3361,299,9.982,1019.16,1,Normal
-1.461111111,0.82,3.381,264,6.7137,1037.03,0,Cold
17.59444444,0.85,20.2055,251,11.0446,1002.99,1,Normal
16.03888889,0.67,17.0821,141,9.982,1022.09,1,Normal
17.81111111,0.37,7.4704,327,9.982,1022.98,1,Normal
11.04444444,0.86,12.4292,310,15.8263,1013.97,1,Normal
7.227777778,0.55,33.9227,299,11.3988,1017.74,1,Normal
24.97222222,0.46,9.3702,197,10.2557,1014.25,1,Warm
9.8,0.84,1.7066,306,14.9569,1001.56,1,Normal
17.21111111,0.32,15.0213,12,9.982,1008.15,1,Normal
23.71666667,0.51,25.8083,160,9.982,1020.92,1,Warm
18.54444444,0.79,4.8783,37,11.1251,1012.51,1,Normal
-2.761111111,0.98,12.4775,348,1.5778,1027.94,0,Cold
22.08333333,0.69,13.1698,19,15.1823,1015.75,1,Warm
12.17777778,0.86,12.9444,335,11.27,1003.57,1,Normal
12.31111111,0.63,7.9212,170,7.8085,1021.17,1,Normal
12.78333333,0.77,20.5919,322,15.3111,1016.23,1,Normal
-0.994444444,0.76,11.6886,210,10.8997,1033.17,0,Cold
12.53333333,0.78,4.7495,330,16.0517,1017.24,1,Normal
33.98888889,0.29,12.1233,6,15.2467,1017.03,1,Warm
-2.077777778,0.95,8.1949,257,3.1234,1026.46,0,Cold
18.79444444,0.84,7.9534,189,11.2056,1014.78,1,Normal
2.172222222,0.98,4.6851,6,3.864,1005.49,1,Cold
22.77777778,0.79,4.7978,23,9.982,1016.07,1,Warm
21.97222222,0.77,11.1895,263,9.982,1004.84,1,Warm
10.09444444,0.71,11.1734,291,9.982,1018.61,1,Normal
-3.866666667,0.84,3.3649,291,5.9731,1039.37,0,Cold
30.57777778,0.36,13.4918,14,11.3988,1015.95,1,Warm
24.9,0.62,2.7692,102,9.982,0,1,Warm
3.955555556,1,11.914,185,3.059,1035.82,1,Cold
18.99444444,0.68,3.2039,158,9.9337,1019.28,1,Warm
9.494444444,0.85,24.4398,301,9.982,1006.32,1,Normal
29.88333333,0.4,9.5312,351,16.1,1012.34,1,Warm
-3.883333333,0.87,3.4132,232,6.2951,1019.7,0,Cold
-15.55555556,0,6.44,160,9.982,1015.9,0,Cold
16.71111111,0.97,3.5581,33,14.7315,1016.23,1,Normal
7.022222222,0.87,12.719,254,10.6743,1010.6,1,Normal
24.73333333,0.6,9.338,51,15.1823,1012.04,1,Warm
21.11111111,0.84,2.9785,118,15.8263,1014.21,1,Warm
8.472222222,0.89,17.2753,163,6.7137,998.29,1,Normal
9.927777778,0.77,17.3397,50,16.1,1015.69,1,Normal
25.09444444,0.84,3.1878,355,9.982,1016.19,1,Warm
10,0.71,14.49,30,11.27,1020.4,1,Normal
21.82222222,0.66,7.7119,80,10.3523,1023.53,1,Warm
-4.372222222,0.96,6.279,150,0.161,1020.19,0,Cold
18.67777778,0.62,7.7924,41,16.1,1013.5,1,Normal
4.627777778,0.82,10.1913,157,9.0804,1018.62,1,Cold
15,0.87,3.3327,293,15.8263,1019.73,1,Normal
3.888888889,0.82,6.44,180,16.1,1019.6,1,Cold
5.972222222,0.86,16.9694,270,9.7566,996.84,1,Normal
16.3,0.85,19.0624,179,10.2557,1002.29,1,Normal
15.03888889,0.78,13.3147,243,9.982,1014.46,1,Normal
-0.022222222,0.93,7.4382,138,1.8837,1024.78,0,Cold
17.36111111,0.54,17.3236,300,11.4471,1014.98,1,Normal
19.5,0.74,6.4078,183,11.4471,1011.98,1,Warm
15,0.47,11.27,130,9.982,1010.6,1,Normal
2.222222222,0.69,28.98,290,16.1,1015.9,1,Cold
21.71666667,0.81,0,0,16.1,1015.6,1,Warm
22.10555556,0.33,13.6045,162,9.982,1014.78,1,Warm
11.59444444,0.57,16.1483,171,15.1823,1016.7,1,Normal
19.2,0.78,2.6082,191,15.5526,1014.04,1,Warm
13.93888889,0.51,2.6887,209,8.1305,1023.8,1,Normal
22.24444444,0.64,4.4114,167,9.982,1019.38,1,Warm
17.36111111,0.52,14.7154,170,9.982,1019.39,1,Normal
6.138888889,0.86,16.9694,260,8.1305,1009.21,1,Normal
9.933333333,0.93,3.22,140,15.8263,1019.23,1,Normal
14.21666667,0.65,6.1502,170,16.1,1014.08,1,Normal
15.57777778,0.92,7.5187,134,9.982,1008.22,1,Normal
9.422222222,0.89,3.0751,30,15.6492,1025.31,1,Normal
12.11111111,0.72,15.7458,18,11.2056,1022.71,1,Normal
19.71666667,0.93,6.7942,228,9.7888,1007.7,1,Warm
28.81666667,0.55,4.6368,318,11.2056,1014.01,1,Warm
17.71111111,0.6,8.1466,40,9.982,1011.8,1,Normal
-9.444444444,0.92,14.49,240,4.991,1002.9,0,Cold
32.8,0.41,3.1556,28,16.1,1020.83,1,Warm
17.03888889,0.81,19.7869,358,11.27,1016.65,1,Normal
2.266666667,0.78,9.1931,168,10.0464,1018.27,1,Cold
11.65555556,0.87,13.8299,81,14.0875,1016.2,1,Normal
19.56666667,0.66,3.1878,58,15.5526,1010.9,1,Warm
20,0.28,11.27,40,9.982,1020.9,1,Warm
26.06111111,0.61,3.542,111,16.1,1015.5,1,Warm
29.97222222,0.4,10.787,19,9.982,1015.43,1,Warm
0.227777778,0.99,2.9141,336,1.8676,1027.4,1,Cold
2.222222222,0.92,20.6563,10,11.9784,1021.45,1,Cold
10.65555556,0.79,5.6833,121,14.168,1024.08,1,Normal
12.06666667,0.73,9.499,39,10.2557,1018.05,1,Normal
16.16111111,1,7.6797,181,0.9016,1013.57,1,Normal
17,0.73,8.9677,182,15.1501,1015.41,1,Normal
1.1,0.93,8.9516,249,2.576,998.7,1,Cold
-4.077777778,0.92,5.6189,29,1.5456,1035.51,0,Cold
5.027777778,0.76,7.7763,131,7.2128,1023.64,1,Normal
1.133333333,0.75,15.778,339,9.982,1010.45,1,Cold
15.04444444,0.93,6.5527,128,9.8049,1010.96,1,Normal
26.43888889,0.4,8.3076,210,10.3523,1019.48,1,Warm
20.89444444,0.81,14.2646,115,11.0768,1011.53,1,Warm
9.888888889,0.93,0,0,4.3631,1028.24,1,Normal
11.11111111,0.93,12.88,180,4.025,998,1,Normal
29.93333333,0.46,19.9801,181,9.982,1013.47,1,Warm
9.861111111,0.92,2.9946,13,15.8263,1018.64,1,Normal
0.605555556,0.9,10.1913,339,4.4597,1034.15,1,Cold
0.027777778,0.96,6.5366,11,1.1753,998.09,1,Cold
23.99444444,0.44,14.4095,252,10.3684,1010.39,1,Warm
18.22222222,1,3.22,240,6.2951,1014.94,1,Normal
7.777777778,0.75,10.7226,39,11.8013,1026.31,1,Normal
17.14444444,0.88,13.9426,10,7.6797,1019.86,1,Normal
-0.322222222,0.88,5.0232,278,9.499,1015.82,0,Cold
-4.4,0.88,6.44,220,15.8263,1032.29,0,Cold
12.17222222,0.93,23.1518,310,8.1949,1017.5,1,Normal
2.85,0.66,10.7387,333,16.1,1024.07,1,Cold
14.02222222,0.95,3.0912,290,15.3111,1020.86,1,Normal
-7.95,0.73,5.8765,91,9.7083,1035.24,0,Cold
16.10555556,0.7,12.397,37,11.3988,1020.87,1,Normal
18.41666667,0.38,30.4612,148,13.0249,1011.08,1,Normal
8.916666667,0.83,12.7512,358,6.2951,1008.9,1,Normal
4.888888889,0.96,0,0,0.2898,1013.5,1,Normal
20.55555556,0.87,3.22,130,16.1,1008.4,1,Warm
8.177777778,1,3.1556,322,1.5617,1011.89,1,Normal
12.97222222,0.98,12.397,152,5.4579,1016.18,1,Normal
25.82777778,0.61,3.4454,234,11.2056,1018.04,1,Warm
8.888888889,0.93,6.44,70,4.508,1008.3,1,Normal
14.35,0.96,13.846,359,8.3398,1014.58,1,Normal
13.36111111,0.93,10.9963,133,3.6547,1011.43,1,Normal
17.28888889,0.97,3.22,20,0.7889,1016.17,1,Normal
14.65555556,0.61,33.3592,300,15.1823,1013.39,1,Normal
-3.816666667,0.92,7.7763,49,1.5456,1037.54,0,Cold
25.44444444,0.69,6.4078,181,15.8263,1010.14,1,Warm
25.9,0.5,3.1717,148,9.982,1011.93,1,Warm
10.21666667,0.73,13.5079,177,12.075,1019.24,1,Normal
7.566666667,0.89,10.1108,270,5.2164,1017.63,1,Normal
4.816666667,0.93,10.2396,220,9.6761,1016.59,1,Normal
19.11111111,0.67,9.4668,100,15.134,1016.25,1,Warm
21.06111111,0.49,4.3148,235,11.27,1010.01,1,Warm
22.06111111,0.56,14.8764,27,11.27,1009.95,1,Warm
0.555555556,0.96,14.49,240,0,1011.8,1,Cold
3.888888889,0.89,4.83,190,9.016,993.1,1,Cold
2.688888889,0.96,4.5563,149,11.2056,1015.89,1,Cold
5.994444444,0.94,3.1234,267,4.83,1019.1,1,Normal
-6.644444444,0.99,3.0107,212,4.025,1029.5,0,Cold
23.73888889,0.48,17.8549,266,10.5777,1014.7,1,Warm
16.16111111,0.7,33.0372,299,11.4471,1008.46,1,Normal
0.1,1,3.2683,174,2.2057,0,1,Cold
7.733333333,0.96,7.9695,32,5.2164,1024.54,1,Normal
6.088888889,0.86,22.3468,150,9.982,1009.73,1,Normal
5.933333333,0.81,12.4453,77,3.8962,1000.72,1,Normal
3.811111111,0.99,4.4758,34,0.161,1027.72,1,Cold
10,0.83,14.49,40,9.982,1022.3,1,Normal
22.91666667,0.69,2.9463,264,11.2056,1005.72,1,Warm
-5.044444444,0.81,13.7977,131,11.9784,1020.19,0,Cold
17.11111111,1,8.6618,40,7.1323,1005.23,1,Normal
22.77777778,0.38,3.3327,152,9.982,1015.21,1,Warm
-2.333333333,0.8,17.6134,60,14.9569,1012.46,0,Cold
19.68333333,0.65,3.1878,18,9.982,1017.1,1,Warm
8.916666667,0.57,4.6046,20,16.1,1021.92,1,Normal
-2.355555556,0.96,7.8246,110,0.161,1029.76,0,Cold
4.316666667,0.99,9.5795,129,4.6368,1006.16,1,Cold
4.527777778,1,6.1502,189,1.8515,1022,1,Cold
-5.572222222,0.88,14.0392,140,7.9051,1017.28,0,Cold
10,0.54,17.7905,309,16.1,1017.32,1,Normal
22.56666667,0.71,4.1216,155,15.5204,1017.33,1,Warm
17.03888889,0.81,3.0429,178,9.982,1017.21,1,Normal
28.83888889,0.27,9.1126,321,9.982,1018.53,1,Warm
34.92777778,0.18,2.6887,301,16.1,1012.21,1,Warm
-1.766666667,0.87,5.2486,199,9.982,1025.04,0,Cold
22.59444444,0.44,8.5974,284,15.3111,1014.99,1,Warm
7.155555556,0.89,6.1663,245,8.05,1010.2,1,Normal
17.85,0.65,4.991,33,9.982,1017.95,1,Normal
25.45555556,0.68,0.8855,328,10.3523,1016.14,1,Warm
6.177777778,0.64,25.116,323,15.1501,999.41,1,Normal
8.311111111,0.77,10.7226,159,11.9784,1018.11,1,Normal
26.29444444,0.46,13.4274,153,15.5526,1009.47,1,Warm
28.93333333,0.27,7.9051,229,9.982,1015.28,1,Warm
22.88333333,0.52,21.9443,48,10.3523,1016.24,1,Warm
5,0.53,3.22,320,9.982,1012.5,1,Normal
10,0.96,23.0874,211,2.0286,1011.03,1,Normal
11.06111111,0.71,16.1,210,0,0,1,Normal
2.261111111,0.96,2.7048,174,2.7853,1036.53,1,Cold
26.63333333,0.41,1.9642,90,10.3523,1015.02,1,Warm
6.111111111,0.65,22.54,120,9.982,1018,1,Normal
24.92777778,0.63,12.0106,332,10.3523,1016.16,1,Warm
12.08888889,0.82,22.3629,142,9.8049,1015.69,1,Normal
9.444444444,0.83,6.8747,324,15.1501,1018.3,1,Normal
17.5,0.93,11.0285,321,11.8979,1015.52,1,Normal
18.86111111,0.43,9.9659,291,9.982,1017.11,1,Warm
31.13333333,0.41,11.27,186,9.982,1011.74,1,Warm
19.84444444,0.7,14.9408,29,9.9015,1019.58,1,Warm
2.177777778,0.86,28.8834,150,10.9802,1013.41,1,Cold
-1.155555556,0.89,14.0231,160,4.7817,1033.27,0,Cold
20.96111111,0.35,21.6545,156,15.5526,1005.99,1,Warm
25.17777778,0.57,5.2325,158,9.982,0,1,Warm
8.561111111,0.55,11.5276,323,14.9569,1018.2,1,Normal
21.01111111,0.42,27.1768,322,10.4006,1019.51,1,Warm
7.255555556,0.79,11.2539,332,11.4471,1016.43,1,Normal
13.64444444,0.68,7.8085,39,16.1,1013.76,1,Normal
-2.222222222,0.86,9.982,120,11.6886,1019.85,0,Cold
21.02777778,0.64,3.4454,322,9.982,1026.71,1,Warm
18.13333333,0.82,6.4883,151,15.8263,1013.04,1,Normal
16.80555556,0.84,7.0035,130,15.1501,1015.2,1,Normal
14.97777778,0.68,29.3825,150,11.2056,1003.99,1,Normal
18.8,0.69,8.7584,59,9.982,1008.99,1,Normal
15.12222222,0.31,25.0516,338,11.4471,1006.91,1,Normal
16.11666667,0.76,10.8514,160,11.4471,1009.66,1,Normal
12.85,0.96,10.5455,89,6.1985,1003.8,1,Normal
19.4,0.49,9.4185,301,10.3523,1012.74,1,Warm
9.055555556,1,8.0822,159,4.9427,1013.96,1,Normal
13.98333333,0.42,9.7727,138,10.3523,1026.15,1,Normal
5.844444444,0.52,13.685,20,16.1,1029.98,1,Normal
-2.177777778,1,16.9694,180,2.0286,1014.41,0,Cold
22.1,0.54,20.7368,260,11.27,1009.8,1,Warm
17.69444444,0.84,9.4507,101,9.982,1020.3,1,Normal
19.47222222,0.79,9.3702,64,14.9569,1019.79,1,Warm
3.294444444,0.71,28.2394,301,15.1823,1013.56,1,Cold
7.222222222,0.93,6.1663,71,2.0286,1025.99,1,Normal
-3.772222222,0.53,23.1357,32,9.982,1029.18,0,Cold
26.11111111,0.54,14.49,140,9.982,1012.4,1,Warm
6.566666667,0.7,14.3612,124,14.9569,1026.69,1,Normal
14.45,0.71,9.8371,143,15.3111,1014.45,1,Normal
30.91111111,0.29,11.9784,178,9.982,1015.75,1,Warm
7.8,0.47,11.2056,311,11.27,1023.06,1,Normal
22.56666667,0.66,4.1055,281,11.0768,1004.17,1,Warm
10.81111111,0.59,12.1877,140,9.9015,1021.51,1,Normal
-1.222222222,1,7.1645,292,1.4812,1011.49,0,Cold
10.00555556,0.72,6.1824,224,10.2718,1021.45,1,Normal
17.6,0.84,0.1449,80,8.1305,1019.41,1,Normal
24.86111111,0.36,15.3916,314,10.3684,1019.1,1,Warm
7.777777778,0.68,3.22,210,9.982,1017.4,1,Normal
-3.327777778,0.89,3.7191,136,5.313,1026.28,0,Cold
19.83888889,0.53,16.3093,348,15.8263,1019.67,1,Warm
-1.155555556,0.84,17.2592,2,7.2128,1019.9,0,Cold
22.61111111,0.57,7.8729,3,16.1,1019.15,1,Warm
12.92777778,0.9,2.7531,191,14.9569,1021.64,1,Normal
22.72777778,0.33,12.5902,231,10.3684,1008.02,1,Warm
19.01111111,0.89,12.4453,293,7.2611,1003.86,1,Warm
15.01111111,0.83,11.27,330,16.1,1019.17,1,Normal
-0.555555556,0.89,6.6332,132,9.5956,1004.13,0,Cold
-5.483333333,0.96,4.4436,188,1.3846,1012.58,0,Cold
7.694444444,0.87,4.991,272,9.982,1011.47,1,Normal
9.994444444,0.71,30.8154,298,10.0303,1016.56,1,Normal
27.93888889,0.47,15.456,2,10.3523,1019.69,1,Warm
23.73333333,0.62,11.3505,292,16.1,1013.53,1,Warm
19.03888889,0.43,21.9121,109,11.2056,1022.25,1,Warm
22.77777778,0.38,9.66,160,9.982,1011.1,1,Warm
12.07222222,0.76,26.9353,18,14.9569,1014.44,1,Normal
0.916666667,0.9,9.5795,167,9.66,1019.97,1,Cold
12.61666667,0.52,15.1662,160,9.982,1013.51,1,Normal
22.27777778,0.76,1.5295,30,11.27,1010.31,1,Warm
26.03888889,0.47,20.3343,30,16.1,1020.9,1,Warm
11.05,0.99,8.0822,242,9.982,1018.01,1,Normal
23.59444444,0.63,15.3755,80,9.982,1010.74,1,Warm
7.961111111,0.9,22.2824,8,8.5974,1007.48,1,Normal
19.90555556,0.79,10.3201,150,15.6492,1009.93,1,Warm
7.777777778,0.89,8.1305,232,15.8263,1015.99,1,Normal
12.77777778,0.64,11.4149,240,10.0464,1024.18,1,Normal
5.294444444,0.99,5.4096,28,4.83,1021.75,1,Normal
12.06111111,0.67,0.1288,325,11.8013,1024.52,1,Normal
15.79444444,0.89,12.3004,254,16.1,1011.8,1,Normal
7.805555556,0.76,15.7136,210,6.2951,1022.26,1,Normal
17.27222222,0.7,8.7584,101,10.4006,1009.86,1,Normal
15.78888889,0.82,13.6367,359,15.8263,1011.87,1,Normal
19.59444444,0.75,4.0894,132,10.3523,1019.85,1,Warm
5.977777778,0.93,10.8353,222,15.8263,1011.7,1,Normal
15,0.87,11.27,340,16.1,1014.7,1,Normal
11.02777778,0.86,6.0858,305,16.1,1015.15,1,Normal
2.755555556,0.85,17.0499,21,14.9086,1030.16,1,Cold
12.27222222,0.87,12.9927,289,11.753,1007.06,1,Normal
18.27222222,0.84,3.4454,300,16.1,1020.34,1,Normal
5.883333333,0.88,10.0947,147,13.8621,1024.77,1,Normal
2.777777778,0.93,6.3434,192,2.1896,1008.52,1,Cold
1.166666667,0.76,13.202,150,6.6493,1021.67,1,Cold
17.30555556,0.8,5.9892,352,15.1501,1016.06,1,Normal
8.555555556,0.82,6.2951,9,15.1823,1027.08,1,Normal
14.96666667,0.42,12.7512,165,10.3684,1005.13,1,Normal
-1.016666667,0.96,5.1037,325,9.8371,1026.64,0,Cold
22.73888889,0.62,11.2217,340,11.27,1017.34,1,Warm
29.95555556,0.4,20.1894,40,11.27,1018.38,1,Warm
22.73333333,0.44,14.3773,338,9.982,1014.96,1,Warm
22.77777778,0.26,12.88,230,9.982,1014.8,1,Warm
28.85555556,0.63,17.3719,129,10.3523,1006.25,1,Warm
23.68333333,0.47,25.8244,150,15.8263,1008.64,1,Warm
1.111111111,0.78,20.93,190,16.1,1010.5,1,Cold
11.11111111,0.71,20.93,350,11.27,1023.3,1,Normal
4.111111111,0.96,2.5599,352,0.7728,1023.8,1,Cold
-4.922222222,0.53,1.0626,236,9.982,1026.32,0,Cold
22.77777778,0.73,7.6475,188,9.6761,1010.32,1,Warm
0,1,0,0,2.5921,0,0,Cold
-3.922222222,0.78,14.1841,238,8.3559,1026.28,0,Cold
19.00555556,0.83,15.5043,30,11.27,1020.12,1,Warm
11.57777778,0.96,2.9946,85,15.8263,1008.03,1,Normal
17.22222222,0.72,9.66,330,9.982,1023.3,1,Normal
5,0.93,20.93,250,8.05,1001.8,1,Normal
7.127777778,0.79,21.6867,151,9.0643,1008.71,1,Normal
5.416666667,1,6.44,220,1.4168,1035.4,1,Normal
18.78333333,0.48,31.4272,299,11.1412,1012.37,1,Normal
15.57777778,0.99,11.109,299,4.7173,1013.53,1,Normal
21.11111111,0.42,20.93,300,9.982,1019.6,1,Warm
19.96666667,0.63,11.5115,260,11.4471,1018.85,1,Warm
22.35,0.58,12.2038,3,15.5526,1009.18,1,Warm
4.977777778,0.93,10.9319,191,3.4454,1035.48,1,Normal
24.92777778,0.45,12.719,111,9.982,1004.79,1,Warm
23.91111111,0.54,12.0267,10,16.1,1016.23,1,Warm
7.35,0.69,5.7638,75,10.3523,1028.55,1,Normal
12.86666667,0.48,16.9211,341,11.2056,1015.79,1,Normal
7.277777778,0.61,6.0214,199,14.9569,1021.54,1,Normal
32.13333333,0.3,24.9067,150,10.3523,1015.91,1,Warm
15.02222222,0.73,32.039,160,11.2056,1003.55,1,Normal
2.316666667,0.88,3.1395,18,8.1305,1030.09,1,Cold
19.39444444,0.54,6.7298,43,16.1,1015.73,1,Warm
8.961111111,0.83,23.9085,281,9.982,1003.79,1,Normal
0.116666667,0.85,7.7602,239,16.0517,1022.17,1,Cold
17.22222222,0.93,3.2039,229,11.27,1004.12,1,Normal
12.71111111,0.8,6.601,182,15.8263,1005.01,1,Normal
22.17222222,0.49,13.6689,308,11.2056,1015.11,1,Warm
10.23888889,1,14.168,332,1.9803,1014.07,1,Normal
-6.205555556,0.89,11.1895,200,4.9105,1008.26,0,Cold
7.438888889,0.5,7.7441,144,9.2253,1022.91,1,Normal
-0.022222222,0.83,12.6385,151,9.9015,1021.4,0,Cold
-2.883333333,1,10.5133,30,0.161,1026.83,0,Cold
-0.422222222,0.89,10.7548,339,14.9569,1032.37,0,Cold
32.26111111,0.29,3.8318,132,15.5526,1015.05,1,Warm
12.77777778,0.55,4.83,100,11.27,991.3,1,Normal
-2.222222222,1,5.0393,119,0.805,1032.98,0,Cold
-2.2,0.86,11.0768,140,9.7566,1004.16,0,Cold
4.027777778,0.59,5.3774,77,15.1823,1035.3,1,Cold
31.04444444,0.3,12.0106,9,11.2056,1013.63,1,Warm
5,0.86,9.66,10,6.118,1017.6,1,Normal
13.88888889,0.31,7.5509,356,15.1823,1023.51,1,Normal
8.888888889,0.93,14.3129,60,9.982,1005.7,1,Normal
9.088888889,0.83,4.1216,13,6.8425,1024.58,1,Normal
9.861111111,0.94,8.1788,85,3.1234,1022.36,1,Normal
26.03888889,0.42,12.7029,120,16.1,1014.97,1,Warm
0.994444444,0.93,11.3988,336,11.6725,1002.79,1,Cold
23.52222222,0.81,13.3147,132,9.016,1006.52,1,Warm
6.527777778,0.96,2.7853,149,0.3381,1011.33,1,Normal
10.73888889,0.93,15.7297,327,4.186,1013.28,1,Normal
17.08888889,0.47,7.5831,93,10.3523,1015.31,1,Normal
1.138888889,0.93,16.6796,128,7.7763,1013.17,1,Cold
7.794444444,0.82,10.1269,319,9.982,1024.44,1,Normal
0.233333333,0.81,7.7441,220,9.1126,1032.55,1,Cold
15,0.59,2.9624,148,10.3523,1022.64,1,Normal
27.67777778,0.66,9.5312,224,10.4006,1009.88,1,Warm
26.11111111,0.32,7.6958,298,9.982,1021.67,1,Warm
17.87777778,0.63,16.5669,159,15.3111,1010.48,1,Normal
8.85,0.94,5.4418,352,14.0875,1019.98,1,Normal
15.16111111,0.66,12.3487,160,16.0517,1021.93,1,Normal
17.37222222,0.57,3.6225,251,11.4471,1014.32,1,Normal
28.91111111,0.36,4.0411,23,11.2056,1015.48,1,Warm
20.46111111,0.97,10.4489,309,8.1305,1017.44,1,Warm
16.06111111,0.31,20.286,11,16.1,1027.95,1,Normal
0.355555556,0.92,3.1878,345,0.161,1029.21,1,Cold
1.572222222,0.82,6.44,70,15.8263,1019.16,1,Cold
11.04444444,0.86,6.2468,251,16.1,1021.23,1,Normal
1.133333333,0.64,9.5956,109,9.982,1020.79,1,Cold
5.555555556,0.69,24.4076,310,15.1501,1007.69,1,Normal
22.07777778,0.64,9.499,109,9.982,1013.65,1,Warm
11.04444444,1,7.5992,151,0.161,1009.87,1,Normal
7.194444444,0.79,13.9587,177,8.8872,1019.25,1,Normal
1.238888889,0.92,3.2683,186,1.9159,0,1,Cold
6.188888889,0.93,9.4346,172,6.2951,1016.17,1,Normal
7,0.74,3.7191,262,7.2128,1019.32,1,Normal
13.93333333,0.81,21.413,180,10.0464,993.75,1,Normal
22.64444444,0.54,19.3039,286,12.5741,1008.36,1,Warm
22.39444444,0.53,31.7009,319,11.4471,1018.93,1,Warm
11.56111111,0.96,3.22,320,15.8263,1019.09,1,Normal
12.22222222,0.74,12.88,300,9.982,1020.4,1,Normal
14.42222222,0.96,3.3971,277,11.6725,1009.79,1,Normal
12.65555556,1,5.8282,286,3.8962,1014.16,1,Normal
10.04444444,0.93,3.0751,350,16.1,1025.81,1,Normal
12.73333333,0.83,9.3541,150,7.9695,1020.19,1,Normal
27.09444444,0.3,12.9444,154,15.5526,1020.27,1,Warm
13.79444444,0.52,16.8406,305,11.0768,1017.56,1,Normal
8.938888889,0.72,8.0822,173,10.3523,1020.89,1,Normal
17.31111111,0.81,3.22,10,9.982,1014.27,1,Normal
7.044444444,0.42,5.635,99,14.2485,1026.76,1,Normal
15,0.64,11.27,130,16.1,1020.8,1,Normal
-4.872222222,0.88,3.3649,279,14.6832,1014.23,0,Cold
8.816666667,0.75,20.4309,290,16.1,1023.28,1,Normal
22.85,0.34,17.3397,318,9.982,1015.12,1,Warm
2.211111111,1,7.2289,17,0.1771,1016.73,1,Cold
30.97222222,0.35,8.1788,338,10.3523,1018.49,1,Warm
13.88888889,0.9,6.44,300,15.134,1014.9,1,Normal
13.8,0.54,21.574,192,10.3523,1009.51,1,Normal
18.17222222,0.69,6.2951,119,15.8263,1011.7,1,Normal
12.32222222,1,3.22,120,9.982,1012.18,1,Normal
8.872222222,0.54,36.0801,311,10.3684,1006.63,1,Normal
-4.277777778,1,6.8103,212,0.3059,1027.82,0,Cold
27.12777778,0.31,5.0554,16,16.1,1020.66,1,Warm
12.22222222,0.8,13.846,21,15.1823,1014.67,1,Normal
9.95,0.55,14.8925,209,11.27,0,1,Normal
1.066666667,0.75,6.4883,326,15.8263,1025.15,1,Cold
9.905555556,0.84,3.1717,12,15.8263,1016.65,1,Normal
18.26666667,0.89,5.474,150,15.8263,1011.94,1,Normal
19.86666667,0.44,12.1555,351,10.4006,1018.22,1,Warm
4.333333333,0.83,14.1841,185,7.8729,1019.87,1,Cold
-1.666666667,0.81,3.22,300,9.982,1036.8,0,Cold
23.12222222,0.61,4.5724,144,15.2467,1011.64,1,Warm
17.66111111,0.61,7.6797,20,16.1,1021.64,1,Normal
7.222222222,0.6,14.49,0,11.27,1029.7,1,Normal
12.1,0.9,14.0553,280,10.0303,1003.1,1,Normal
6.716666667,0.86,3.4293,271,7.9695,1016.83,1,Normal
19.79444444,0.62,11.0929,19,9.982,1025.4,1,Warm
-3.888888889,0.88,6.0375,130,9.9015,1010.49,0,Cold
10.6,0.86,6.5849,313,15.8263,1004.57,1,Normal
29.04444444,0.39,10.4489,31,10.0464,1019.12,1,Warm
17.77777778,0.58,6.44,20,16.1,1018.3,1,Normal
-2.822222222,0.85,11.1251,358,6.8425,1032.4,0,Cold
18.41666667,0.7,5.2486,177,14.9569,1018.89,1,Normal
21.02222222,0.57,8.855,319,10.3523,1015.21,1,Warm
2.222222222,0.72,3.22,220,9.982,1035,1,Cold
6.111111111,0.65,9.66,200,9.982,1005.3,1,Normal
-1.061111111,0.92,7.8246,163,1.7549,1016.67,0,Cold
17.71111111,0.9,3.5581,33,8.4203,1011.23,1,Normal
7.666666667,0.81,13.9748,150,14.8764,1021.5,1,Normal
6.266666667,0.92,4.6207,12,6.0053,1023.8,1,Normal
32.22222222,0.38,8.2915,172,9.982,1020.14,1,Warm
12.98888889,0.73,0.5957,116,9.2897,1016.81,1,Normal
-0.088888889,0.96,10.1591,312,2.0769,1021.65,0,Cold
8.483333333,0.84,4.83,340,9.982,1024.86,1,Normal
12.25,0.69,9.1609,31,15.2306,1015.75,1,Normal
28.79444444,0.29,4.5724,22,9.982,1016.11,1,Warm
18.24444444,0.9,10.948,140,14.812,1010.35,1,Normal
7.155555556,0.87,16.7923,255,8.4203,1009.85,1,Normal
18.22222222,0.79,15.8907,349,14.9569,1016.09,1,Normal
6.083333333,0.94,10.8997,129,4.83,1020.78,1,Normal
-2.222222222,1,22.54,310,1.61,1008.5,0,Cold
27.66666667,0.39,13.6689,317,9.982,1021.4,1,Warm
18.81666667,0.33,26.565,169,16.1,1021.66,1,Normal
4.811111111,0.87,9.5634,249,10.2074,1018.88,1,Normal
10.02222222,0.77,14.5705,290,15.8263,1014.21,1,Normal
12.73333333,0.64,10.6904,29,11.2056,1012.97,1,Normal
9.855555556,0.71,10.6743,141,15.8263,1018.07,1,Normal
17.76666667,0.97,6.0858,83,6.3112,1015.03,1,Normal
32.22222222,0.44,4.9105,215,9.982,1013.08,1,Warm
1.8,0.95,9.2897,176,9.0321,1019.21,1,Cold
7.777777778,0.53,30.1231,318,11.27,1007.61,1,Normal
